latitude,longitude,scientific_name
35.449938,-86.029601,Anaxyrus fowleri
41.055198,-74.286142,Anaxyrus fowleri
31.551825,-95.876753,Anaxyrus fowleri
42.079783,-70.217333,Anaxyrus fowleri
37.564693,-77.863916,Anaxyrus fowleri
37.564854,-77.86468,Anaxyrus fowleri
37.564468,-77.863415,Anaxyrus fowleri
37.564468,-77.86341,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
40.10738,-74.434976,Anaxyrus fowleri
38.777601,-76.69613,Anaxyrus fowleri
35.433085,-80.506936,Anaxyrus fowleri
39.0325866667,-76.239495,Anaxyrus fowleri
35.886326,-79.015732,Anaxyrus fowleri
35.512955,-93.32616,Anaxyrus fowleri
39.572296,-75.056975,Anaxyrus fowleri
39.150144,-87.733424,Anaxyrus fowleri
39.3831404,-74.6003549,Anaxyrus fowleri
42.578529,-80.379783,Anaxyrus fowleri
38.92342,-81.095945,Anaxyrus fowleri
32.609857,-85.480782,Anaxyrus fowleri
33.294103,-92.47492,Anaxyrus fowleri
37.549069,-77.513652,Anaxyrus fowleri
37.550021,-77.514682,Anaxyrus fowleri
,,Anaxyrus fowleri
36.070872,-84.762139,Anaxyrus fowleri
40.866244,-87.11787,Anaxyrus fowleri
39.243296,-76.594514,Anaxyrus fowleri
39.2436966667,-76.5951216667,Anaxyrus fowleri
39.2436633333,-76.5951466667,Anaxyrus fowleri
39.24384,-76.595131,Anaxyrus fowleri
39.2431,-76.595445,Anaxyrus fowleri
38.4597866667,-90.8174666667,Anaxyrus fowleri
39.243317,-76.594447,Anaxyrus fowleri
39.952903,-74.26451,Anaxyrus fowleri
39.171211,-76.811761,Anaxyrus fowleri
41.698687,-81.383738,Anaxyrus fowleri
38.0016861111,-77.6739722222,Anaxyrus fowleri
37.9410638889,-77.6250388889,Anaxyrus fowleri
30.2730954298,-94.311820636,Anaxyrus fowleri
30.468721,-94.346452,Anaxyrus fowleri
33.4627333333,-84.5483033333,Anaxyrus fowleri
38.811035,-90.140762,Anaxyrus fowleri
38.811035,-90.140762,Anaxyrus fowleri
30.4633,-94.3475,Anaxyrus fowleri
30.4714,-94.3466,Anaxyrus fowleri
30.4717,-94.3492,Anaxyrus fowleri
34.7461115387,-88.0787091563,Anaxyrus fowleri
35.364724,-80.62154,Anaxyrus fowleri
35.462352,-80.493456,Anaxyrus fowleri
35.464507,-78.899521,Anaxyrus fowleri
35.608556,-90.326189,Anaxyrus fowleri
32.182874,-91.785892,Anaxyrus fowleri
30.653714,-94.095669,Anaxyrus fowleri
37.859248,-83.918532,Anaxyrus fowleri
31.4679908752,-95.1308364868,Anaxyrus fowleri
32.687122,-94.138893,Anaxyrus fowleri
33.450221,-84.480261,Anaxyrus fowleri
38.998443,-77.248592,Anaxyrus fowleri
39.648269,-74.647421,Anaxyrus fowleri
37.0368271063,-89.4927130377,Anaxyrus fowleri
31.7907,-95.36921,Anaxyrus fowleri
30.6464216667,-93.8278666667,Anaxyrus fowleri
30.3185814958,-94.3520153229,Anaxyrus fowleri
30.6182916667,-94.36892,Anaxyrus fowleri
33.2623116667,-87.4844983333,Anaxyrus fowleri
42.165121,-80.080762,Anaxyrus fowleri
35.809903132,-79.2001977728,Anaxyrus fowleri
35.3595358107,-90.0174116977,Anaxyrus fowleri
36.078113,-79.006895,Anaxyrus fowleri
34.2870764803,-87.4334098903,Anaxyrus fowleri
37.559148,-77.525786,Anaxyrus fowleri
37.3140030621,-89.0831290931,Anaxyrus fowleri
33.6900685961,-86.7092047167,Anaxyrus fowleri
37.485471,-89.365015,Anaxyrus fowleri
33.2622222222,-87.4844444444,Anaxyrus fowleri
35.142108,-89.824284,Anaxyrus fowleri
33.393527,-84.60539,Anaxyrus fowleri
33.393527,-84.60539,Anaxyrus fowleri
40.010078,-74.321061,Anaxyrus fowleri
35.9192866667,-78.980195,Anaxyrus fowleri
33.2623783333,-87.4845083333,Anaxyrus fowleri
37.1442833333,-88.72778,Anaxyrus fowleri
34.094925,-81.124094,Anaxyrus fowleri
33.2619444444,-87.4838888889,Anaxyrus fowleri
37.2539428341,-89.0547700971,Anaxyrus fowleri
37.309577,-78.401605,Anaxyrus fowleri
37.549307,-77.513673,Anaxyrus fowleri
33.2612166667,-87.4838616667,Anaxyrus fowleri
36.0676107696,-78.9262631257,Anaxyrus fowleri
30.3994401545,-91.7269013823,Anaxyrus fowleri
37.29873922,-76.88499184,Anaxyrus fowleri
32.557417,-85.469953,Anaxyrus fowleri
36.0687498283,-78.9294420463,Anaxyrus fowleri
33.2646816667,-87.4829416667,Anaxyrus fowleri
37.01849,-90.13078,Anaxyrus fowleri
37.01849,-90.13078,Anaxyrus fowleri
38.5721578868,-77.4015006424,Anaxyrus fowleri
37.01849,-90.13078,Anaxyrus fowleri
37.01849,-90.13078,Anaxyrus fowleri
37.01849,-90.13078,Anaxyrus fowleri
35.1333033333,-90.1621866667,Anaxyrus fowleri
35.118645,-89.806108,Anaxyrus fowleri
33.2624516667,-87.4846466667,Anaxyrus fowleri
38.4840485502,-85.6254880875,Anaxyrus fowleri
38.4829297196,-85.6262916607,Anaxyrus fowleri
30.538164,-94.341316,Anaxyrus fowleri
33.2628183333,-87.484515,Anaxyrus fowleri
40.1533445,-89.8530966667,Anaxyrus fowleri
31.8677191677,-95.9564164141,Anaxyrus fowleri
31.9820333333,-95.874205,Anaxyrus fowleri
34.837255,-92.487679,Anaxyrus fowleri
39.264015,-76.584268,Anaxyrus fowleri
37.5304727191,-77.4639860541,Anaxyrus fowleri
33.4080646187,-86.6278677341,Anaxyrus fowleri
30.539554,-94.340486,Anaxyrus fowleri
36.0684702918,-78.9205945284,Anaxyrus fowleri
38.21121349,-75.80358953,Anaxyrus fowleri
39.4425246539,-74.6673895419,Anaxyrus fowleri
39.01809,-77.249953,Anaxyrus fowleri
38.783816,-76.703166,Anaxyrus fowleri
33.3018933333,-87.436915,Anaxyrus fowleri
38.9709083333,-77.1624527778,Anaxyrus fowleri
38.1894866667,-77.517175,Anaxyrus fowleri
37.548286,-77.513244,Anaxyrus fowleri
37.3140364051,-89.7419355143,Anaxyrus fowleri
33.2623416667,-87.48442,Anaxyrus fowleri
39.0272808541,-76.8023876847,Anaxyrus fowleri
38.9148414608,-76.9419955848,Anaxyrus fowleri
38.9217795,-76.9345804,Anaxyrus fowleri
38.9154687054,-76.9416839756,Anaxyrus fowleri
38.8272383949,-77.5084541459,Anaxyrus fowleri
40.434273,-74.332092,Anaxyrus fowleri
38.9133516373,-76.9430712239,Anaxyrus fowleri
38.9217795,-76.9345804,Anaxyrus fowleri
38.912699,-76.941816,Anaxyrus fowleri
34.9815966667,-82.0532916667,Anaxyrus fowleri
34.2910765964,-85.6883818656,Anaxyrus fowleri
38.8305551019,-77.5311130285,Anaxyrus fowleri
34.838088,-92.492683,Anaxyrus fowleri
38.914503741,-76.9400648867,Anaxyrus fowleri
38.9124214824,-76.9425133243,Anaxyrus fowleri
34.39913448,-85.63374646,Anaxyrus fowleri
34.3996399,-85.63380018,Anaxyrus fowleri
34.3988783333,-85.634025,Anaxyrus fowleri
34.39882,-85.6340533333,Anaxyrus fowleri
34.3986983333,-85.634005,Anaxyrus fowleri
34.398565,-85.6340433333,Anaxyrus fowleri
34.3986083333,-85.6340966667,Anaxyrus fowleri
38.1983965868,-75.1585740131,Anaxyrus fowleri
34.28934384,-85.68255046,Anaxyrus fowleri
40.915069,-72.869836,Anaxyrus fowleri
40.194692,-74.329695,Anaxyrus fowleri
40.196513,-74.331674,Anaxyrus fowleri
40.196954,-74.333386,Anaxyrus fowleri
40.19543,-74.329467,Anaxyrus fowleri
39.895113,-74.575063,Anaxyrus fowleri
39.3231203366,-77.7620991216,Anaxyrus fowleri
38.9137033333,-76.942055,Anaxyrus fowleri
35.1503523253,-81.3442105987,Anaxyrus fowleri
34.3988888889,-85.6336111111,Anaxyrus fowleri
35.8994445801,-79.9283370972,Anaxyrus fowleri
34.3989031,-85.6337714,Anaxyrus fowleri
30.338450158,-94.5479345788,Anaxyrus fowleri
30.3416799149,-94.5485342202,Anaxyrus fowleri
34.325098,-85.672549,Anaxyrus fowleri
34.289265,-85.682615,Anaxyrus fowleri
34.28954,-85.68318,Anaxyrus fowleri
,,Anaxyrus fowleri
39.797458,-74.670811,Anaxyrus fowleri
37.3269309169,-76.9036974013,Anaxyrus fowleri
37.3260609708,-76.9053995982,Anaxyrus fowleri
38.4848560067,-77.7787873708,Anaxyrus fowleri
40.1010205457,-75.4656728637,Anaxyrus fowleri
38.8924757112,-76.9664966316,Anaxyrus fowleri
36.0684434278,-78.9202678018,Anaxyrus fowleri
38.9039442671,-77.0894925279,Anaxyrus fowleri
33.7502983333,-84.6241833333,Anaxyrus fowleri
36.1014471667,-86.5325,Anaxyrus fowleri
33.3666018935,-86.8062090447,Anaxyrus fowleri
32.252557,-96.0917103,Anaxyrus fowleri
32.44972229,-94.2352752686,Anaxyrus fowleri
38.4582460171,-77.7297646189,Anaxyrus fowleri
39.262038,-75.437784,Anaxyrus fowleri
38.76492,-77.4124133333,Anaxyrus fowleri
38.7720533333,-76.7112116667,Anaxyrus fowleri
35.735934,-90.304715,Anaxyrus fowleri
38.6261116667,-77.72487,Anaxyrus fowleri
36.1015278333,-86.5326216667,Anaxyrus fowleri
40.790087,-73.925317,Anaxyrus fowleri
34.9143486098,-87.6195417625,Anaxyrus fowleri
38.6157283333,-75.1180195,Anaxyrus fowleri
35.7248905384,-78.7648810433,Anaxyrus fowleri
34.398768072,-85.6350686616,Anaxyrus fowleri
39.8722633333,-89.6227333333,Anaxyrus fowleri
41.7916353244,-72.6125370322,Anaxyrus fowleri
41.690530018,-72.6562251622,Anaxyrus fowleri
41.6312237816,-72.6621409208,Anaxyrus fowleri
41.7999042006,-72.6485923636,Anaxyrus fowleri
41.7676802549,-72.7998582885,Anaxyrus fowleri
41.6476905782,-72.772396229,Anaxyrus fowleri
41.6288093732,-72.6102977226,Anaxyrus fowleri
41.6873758914,-72.7911480243,Anaxyrus fowleri
41.6774824527,-72.6485164303,Anaxyrus fowleri
41.7879851608,-72.6713732439,Anaxyrus fowleri
41.661605777,-72.6188155428,Anaxyrus fowleri
41.7819357132,-72.6209227955,Anaxyrus fowleri
35.2413538277,-75.6010108176,Anaxyrus fowleri
37.550702,-77.518845,Anaxyrus fowleri
,,Anaxyrus fowleri
32.434589923,-94.6574380546,Anaxyrus fowleri
39.246087,-75.442591,Anaxyrus fowleri
40.479862704,-74.4372996782,Anaxyrus fowleri
35.3463166667,-85.1751866667,Anaxyrus fowleri
40.5374833333,-74.225875,Anaxyrus fowleri
35.5039519097,-79.9730725744,Anaxyrus fowleri
41.2527656645,-72.4629031208,Anaxyrus fowleri
40.5151980417,-74.2284756248,Anaxyrus fowleri
37.5676271081,-77.4667051435,Anaxyrus fowleri
34.841211,-92.461626,Anaxyrus fowleri
39.243998,-76.59559,Anaxyrus fowleri
35.247701,-91.428487,Anaxyrus fowleri
40.3907051086,-89.8861923218,Anaxyrus fowleri
39.2436416667,-76.5967166667,Anaxyrus fowleri
33.3049446624,-86.7563799118,Anaxyrus fowleri
37.7829033333,-76.3060616667,Anaxyrus fowleri
36.8708347343,-77.0302802941,Anaxyrus fowleri
32.4380569458,-94.25,Anaxyrus fowleri
39.243956,-76.59616,Anaxyrus fowleri
